gender,age_group,level_of_study,lecture_location,accommodation_type,faculty,off_campus_duration,room_category,annual_rent,includes_water,includes_electricity,includes_waste_disposal,has_running_water,has_extra_storage,has_wifi_internet,has_study_area,has_security_services,has_generator_backup_power,hostel_distance_minutes,commute_mode,room_size,furnished_bed,furnished_table,furnished_chairs,has_access_controls,has_janitorial_services,required_deposit,recent_rent_increase,avg_rent_nearby,hostel_location
Female,21-25,Third year,Science,2 in a room,Faculty of Education,Between a year and 2 years,Full self contain,3500,Yes,No,Yes,Yes,Yes,No,No,Yes,No,1 - 10 minutes walk,Walking,Above 30 sqm,Yes,Yes,Yes,No,No,2000,500,3000,Apewosika
Female,21-25,Third year,Science,2 in a room,Faculty of Education,Between a year and 2 years,Self washroom - shared kitchen,2800,Yes,No,Yes,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,1800,300,2500,Amamoma
Female,21-25,Second year,Science,2 in a room,Faculty of Social Sciences,6 months to 1 year,Shared washroom- No kitchen,2000,Yes,No,Yes,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,1000,300,1800,Kwesi Pra
Male,21-25,Fourth year,Science,2 in a room,School of Biological Sciences,Between a year and 2 years,Self washroom - shared kitchen,2800,Yes,No,Yes,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,2000,500,2600,Amamoma
Male,26-30,Post Graduate,Science,2 in a room,School of Business,3 years or more,Self washroom - shared kitchen,3500,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,1 - 10 minutes walk,Walking,Above 30 sqm,Yes,Yes,Yes,Yes,No,2000,500,3000,Ayensu
Female,21-25,Third year,Science,2 in a room,Faculty of Social Sciences,Between a year and 2 years,Self washroom - shared kitchen,3200,Yes,No,Yes,Yes,Yes,No,No,Yes,No,11 - 20 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,Yes,No,2000,400,2800,Amamoma
Female,21-25,Fourth year,Science,2 in a room,Faculty of Education,3 years or more,Self washroom - shared kitchen,3000,Yes,No,Yes,Yes,Yes,No,No,No,No,1 - 10 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,Yes,No,1500,500,2600,Amamoma
Male,16-20,Second year,Old Site,3 in a room,Faculty of Education,6 months to 1 year,,2500,Yes,No,Yes,Yes,Yes,,No,Yes,No,11 - 20 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,1500,500,2500,Amamoma
,21-25,Third year,Science,3 in a room,Faculty of Education,Between a year and 2 years,Full self contain,2500,Yes,No,Yes,Yes,Yes,No,No,Yes,No,1 - 10 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,1500,500,2400,Amamoma
Male,16-20,Second year,Science,3 in a room,Faculty of Arts,6 months to 1 year,Full self contain,2500,Yes,No,Yes,Yes,Yes,No,No,Yes,No,1 - 10 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,1500,500,2450,Amamoma
Male,21-25,Third year,Science,3 in a room,Faculty of Social Sciences,Between a year and 2 years,Self washroom - shared kitchen,2300,Yes,No,Yes,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,1000,500,2000,Ayensu
Male,21-25,Third year,Science,3 in a room,School of Biological Sciences,Between a year and 2 years,Self washroom - shared kitchen,2300,Yes,No,Yes,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,1000,500,2110,Ayensu
Male,21-25,Third year,Science,3 in a room,Faculty of Social Sciences,Between a year and 2 years,Self washroom - shared kitchen,1000,Yes,No,Yes,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,1000,500,1980,Ayensu
Female,21-25,Third year,Science,2 in a room,Faculty of Social Sciences,Between a year and 2 years,Self washroom - shared kitchen,3000,Yes,No,Yes,Yes,Yes,No,No,Yes,No,11 - 20 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,2000,500,2600,Amamoma
Female,21-25,Fourth year,Science,2 in a room,Faculty of Arts,3 years or more,Self washroom - shared kitchen,3500,Yes,No,Yes,Yes,Yes,No,No,Yes,No,1 - 10 minutes walk,Walking,Above 30 sqm,Yes,Yes,Yes,Yes,No,2000,500,3200,Amamoma
Male,16-20,Second year,Science,2 in a room,Law School,6 months to 1 year,Full self contain,4000,Yes,No,Yes,Yes,Yes,No,No,Yes,No,1 - 10 minutes walk,Walking,Above 30 sqm,Yes,Yes,Yes,Yes,No,3000,500,3500,Amamoma
Male,21-25,Fourth year,Science,2 in a room,School of Business,3 years or more,Self washroom - shared kitchen,3000,Yes,No,Yes,Yes,Yes,No,No,Yes,No,11 - 20 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,Yes,No,2000,500,2800,Ayensu
Female,21-25,Third year,Old Site,2 in a room,Faculty of Education,Between a year and 2 years,Self washroom - shared kitchen,2500,No,No,Yes,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,1500,300,2000,Apewosika
Female,21-25,Third year,Old Site,2 in a room,Faculty of Education,Between a year and 2 years,Self washroom - shared kitchen,2500,No,No,Yes,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,1500,500,1987,Apewosika
Male,21-25,Fourth year,Science,2 in a room,School of Business,Between a year and 2 years,Shared washroom- No kitchen,2000,No,No,No,Yes,Yes,No,No,No,No,1 - 10 minutes walk,Walking,15 - 20 sqm,Yes,Yes,Yes,No,No,1000,300,1862,Amamoma
Male,21-25,Third year,Science,3 in a room,Faculty of Arts,Between a year and 2 years,Shared washroom- No kitchen,1500,No,No,No,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,1000,300,1400,Kwesi Pra
Male,21-25,Third year,Science,3 in a room,Faculty of Education,Between a year and 2 years,Shared washroom- No kitchen,1500,No,No,No,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Walking,15 - 20 sqm,Yes,Yes,Yes,No,No,1000,300,1350,Kwesi Pra
Male,21-25,Third year,Science,3 in a room,Faculty of Education,Between a year and 2 years,Shared washroom- No kitchen,1500,No,No,No,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Walking,15 - 20 sqm,Yes,Yes,Yes,No,No,1000,300,1200,Kwesi Pra
Male,16-20,Second year,Science,Private room(1 in a room),School of Business,6 months to 1 year,Full self contain,7000,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,1 - 10 minutes walk,Walking,Above 30 sqm,Yes,Yes,Yes,Yes,No,5000,500,6000,Amamoma
Female,21-25,Third year,Science,2 in a room,Faculty of Education,Between a year and 2 years,Self washroom - shared kitchen,2700,Yes,No,Yes,Yes,Yes,No,No,No,No,21 - 30 minutes walk,Taxi,20 - 30 sqm,Yes,Yes,Yes,No,No,1500,300,2500,Ayensu
Female,21-25,Fourth year,Science,2 in a room,Faculty of Arts,3 years or more,Self washroom - shared kitchen,3000,Yes,No,Yes,Yes,Yes,No,No,Yes,No,11 - 20 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,2000,500,2800,Apewosika
Male,21-25,Third year,Science,2 in a room,School of Physical Sciences,Between a year and 2 years,Full self contain,3500,Yes,No,Yes,Yes,Yes,No,No,Yes,No,11 - 20 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,Yes,No,2000,500,3300,Amamoma
Male,21-25,Fourth year,Old Site,2 in a room,Faculty of Education,3 years or more,Self washroom - shared kitchen,2700,No,No,Yes,Yes,Yes,No,No,Yes,No,11 - 20 minutes walk,Walking,15 - 20 sqm,Yes,Yes,Yes,No,No,1500,600,2480,Amamoma
Male,21-25,Third year,Science,2 in a room,Faculty of Social Sciences,Between a year and 2 years,Self washroom - shared kitchen,3000,Yes,No,Yes,Yes,Yes,No,No,Yes,No,11 - 20 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,2000,500,2800,Ayensu
,16-20,Third year,Science,2 in a room,Faculty of Arts,Between a year and 2 years,Self washroom - shared kitchen,3000,Yes,No,Yes,,Yes,No,No,Yes,No,1 - 10 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,1500,500,2800,Kwaprow
Female,16-20,Second year,Science,2 in a room,Faculty of Social Sciences,6 months to 1 year,Self washroom - shared kitchen,3100,Yes,No,Yes,Yes,Yes,,No,Yes,No,11 - 20 minutes walk,Shuttle,20 - 30 sqm,Yes,Yes,Yes,No,No,2000,600,2950,Apewosika
Male,21-25,Fourth year,Science,2 in a room,Faculty of Education,3 years or more,Self washroom - shared kitchen,2500,No,No,Yes,Yes,Yes,No,No,Yes,No,11 - 20 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,1500,500,2300,Kwesi Pra
Male,21-25,Third year,Science,2 in a room,School of Business,Between a year and 2 years,Self washroom - shared kitchen,3000,Yes,No,Yes,Yes,Yes,No,No,Yes,No,11 - 20 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,2000,500,2680,Ayensu
Female,21-25,Fourth year,Science,2 in a room,School of Biological Sciences,3 years or more,Self washroom - shared kitchen,2800,Yes,No,Yes,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,1800,400,2599,Kwaprow
Male,21-25,Third year,Old Site,2 in a room,Faculty of Education,Between a year and 2 years,Self washroom - shared kitchen,3000,Yes,,Yes,Yes,Yes,No,No,Yes,No,11 - 20 minutes walk,Shuttle,20 - 30 sqm,Yes,Yes,Yes,No,No,2000,500,2750,Kwesi Pra
Male,21-25,Third year,Science,Private room(1 in a room),Law School,Between a year and 2 years,Full self contain,6500,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,11 - 20 minutes walk,Taxi,20 - 30 sqm,Yes,Yes,Yes,No,No,4500,500,6400,Ayensu
Female,21-25,Fourth year,Science,Private room(1 in a room),Law School,Between a year and 2 years,Full self contain,7000,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,1 - 10 minutes walk,Personal vehicle,Above 30 sqm,Yes,Yes,Yes,No,No,5000,1000,6599,Amamoma
Male,21-25,,Science,2 in a room,Law School,Between a year and 2 years,Self washroom - shared kitchen,3000,Yes,No,Yes,Yes,Yes,No,No,Yes,No,11 - 20 minutes walk,Shuttle,20 - 30 sqm,Yes,Yes,Yes,No,No,2000,500,2700,Kwesi Pra
Female,21-25,Second year,Old Site,4 in a room,School of Business,Between a year and 2 years,Shared washroom- shared kitchen,1800,No,No,No,Yes,No,No,No,No,No,31 - 40 minutes walk,Walking,15 - 20 sqm,Yes,Yes,Yes,No,Yes,1000,500,1500,Ayensu
Male,21-25,Third year,Science,2 in a room,School of Business,Between a year and 2 years,Self washroom - shared kitchen,3200,Yes,No,Yes,Yes,Yes,No,No,Yes,No,11 - 20 minutes walk,Walking,Above 30 sqm,Yes,Yes,Yes,No,No,2000,500,2890,Amamoma
Female,21-25,Fourth year,Science,2 in a room,School of Physical Sciences,3 years or more,Self washroom - shared kitchen,3500,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,1 - 10 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,2000,500,2900,Amamoma
Male,21-25,Fourth year,Science,3 in a room,School of Physical Sciences,3 years or more,Shared washroom- No kitchen,1500,No,No,No,Yes,No,No,No,No,No,11 - 20 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,1000,200,1400,Apewosika
Male,21-25,Fourth year,Science,3 in a room,School of Physical Sciences,3 years or more,Shared washroom- No kitchen,1500,No,No,No,Yes,No,No,No,No,No,11 - 20 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,1000,200,1500,Apewosika
Male,21-25,Fourth year,Science,3 in a room,School of Physical Sciences,3 years or more,Shared washroom- No kitchen,1500,No,No,No,Yes,No,No,No,No,No,11 - 20 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,1000,200,1350,Apewosika
Male,21-25,Fourth year,Science,2 in a room,Faculty of Arts,Between a year and 2 years,Self washroom - shared kitchen,3000,Yes,No,Yes,Yes,Yes,No,No,Yes,No,11 - 20 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,2000,500,2600,Amamoma
Female,16-20,Third year,Science,2 in a room,School of Business,Between a year and 2 years,Self washroom - shared kitchen,2500,No,No,No,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,1500,300,2400,Amamoma
Male,21-25,Fourth year,Science,2 in a room,Faculty of Education,3 years or more,Self washroom - shared kitchen,3000,Yes,No,Yes,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Walking,Above 30 sqm,Yes,Yes,Yes,No,No,2000,400,2800,Amamoma
Female,16-20,Second year,Science,2 in a room,Faculty of Arts,6 months to 1 year,Self washroom - shared kitchen,3000,Yes,No,Yes,Yes,Yes,No,No,Yes,No,1 - 10 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,1000,500,2900,Amamoma
Male,21-25,Third year,Science,3 in a room,School of Business,Between a year and 2 years,Self washroom - shared kitchen,3000,Yes,No,Yes,Yes,Yes,No,No,Yes,No,11 - 20 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,2000,500,2860,Amamoma
Male,16-20,Second year,Science,Private room(1 in a room),School of Business,6 months to 1 year,Full self contain,7000,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,1 - 10 minutes walk,Walking,Above 30 sqm,Yes,Yes,Yes,Yes,No,5000,1000,6600,Amamoma
Female,21-25,Third year,Science,Private room(1 in a room),Law School,Between a year and 2 years,Full self contain,7000,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,1 - 10 minutes walk,Taxi,Above 30 sqm,Yes,Yes,Yes,Yes,No,5500,1000,6500,Ayensu
Male,21-25,Third year,Science,2 in a room,Faculty of Education,Between a year and 2 years,Self washroom - shared kitchen,3000,Yes,No,Yes,Yes,Yes,No,No,Yes,No,11 - 20 minutes walk,Taxi,20 - 30 sqm,Yes,Yes,Yes,No,No,2000,500,2760,Amamoma
,26-30,Post Graduate,Science,Private room(1 in a room),Faculty of Social Sciences,3 years or more,Full self contain,6500,Yes,No,Yes,Yes,Yes,No,No,Yes,No,11 - 20 minutes walk,Personal vehicle,20 - 30 sqm,Yes,Yes,Yes,Yes,No,4500,500,6000,Amamoma
Male,21-25,Second year,Science,2 in a room,School of Physical Sciences,Between a year and 2 years,Full self contain,4000,Yes,No,Yes,Yes,Yes,No,No,Yes,No,1 - 10 minutes walk,Walking,Above 30 sqm,Yes,Yes,Yes,Yes,No,3000,500,3850,Ayensu
Male,21-25,Third year,Science,2 in a room,Faculty of Arts,Between a year and 2 years,Full self contain,4000,Yes,No,Yes,Yes,Yes,No,No,Yes,No,11 - 20 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,3000,500,3760,Amamoma
Male,21-25,Third year,Science,Private room(1 in a room),School of Business,Between a year and 2 years,Full self contain,6000,Yes,No,Yes,Yes,Yes,No,No,Yes,No,1 - 10 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,4000,500,5400,Kwaprow
Female,21-25,Fourth year,Science,2 in a room,School of Business,Between a year and 2 years,Full self contain,4500,Yes,No,Yes,Yes,Yes,No,No,Yes,No,1 - 10 minutes walk,Walking,Above 30 sqm,Yes,Yes,Yes,Yes,No,3000,500,4300,Amamoma
Female,21-25,Third year,Science,2 in a room,Faculty of Arts,Between a year and 2 years,Full self contain,4500,Yes,No,Yes,Yes,Yes,No,No,Yes,No,1 - 10 minutes walk,Walking,Above 30 sqm,Yes,Yes,Yes,Yes,No,3000,500,3780,Amamoma
Male,26-30,Fourth year,Science,2 in a room,Faculty of Education,Between a year and 2 years,Self washroom - shared kitchen,3000,Yes,No,Yes,Yes,Yes,No,No,Yes,No,11 - 20 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,1500,400,2895,Ayensu
Male,21-25,Third year,Science,Private room(1 in a room),Faculty of Arts,Between a year and 2 years,Full self contain,7000,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,11 - 20 minutes walk,Taxi,Above 30 sqm,Yes,Yes,Yes,Yes,No,5000,1000,6580,Kwaprow
Male,21-25,Third year,Science,3 in a room,Faculty of Education,Between a year and 2 years,Shared washroom- No kitchen,2000,No,No,Yes,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,1000,300,1680,Amamoma
Male,21-25,Third year,Old Site,3 in a room,Faculty of Education,Between a year and 2 years,Shared washroom- No kitchen,2000,No,Yes,No,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,1000,300,1780,Amamoma
Male,21-25,Third year,Science,3 in a room,Faculty of Education,Between a year and 2 years,Shared washroom- No kitchen,1000,No,No,Yes,Yes,Yes,No,No,No,No,1 - 10 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,1000,300,1860,Amamoma
Female,21-25,Third year,Science,2 in a room,Faculty of Social Sciences,Between a year and 2 years,Full self contain,3500,Yes,No,Yes,Yes,Yes,No,No,Yes,No,11 - 20 minutes walk,Shuttle,20 - 30 sqm,Yes,Yes,Yes,No,No,2000,500,3200,Apewosika
Female,21-25,Third year,Science,2 in a room,School of Biological Sciences,Between a year and 2 years,Full self contain,3500,Yes,No,No,Yes,Yes,No,No,Yes,No,11 - 20 minutes walk,Shuttle,20 - 30 sqm,Yes,Yes,Yes,No,No,2000,500,3400,Apewosika
Male,21-25,Fourth year,Science,Private room(1 in a room),Faculty of Arts,3 years or more,Full self contain,7000,Yes,No,Yes,Yes,Yes,No,No,Yes,No,11 - 20 minutes walk,Taxi,Above 30 sqm,Yes,Yes,Yes,Yes,No,5500,500,6540,Ayensu
Female,16-20,Third year,Science,Private room(1 in a room),Law School,Between a year and 2 years,Full self contain,6500,Yes,No,Yes,Yes,Yes,No,No,Yes,No,11 - 20 minutes walk,Taxi,20 - 30 sqm,Yes,Yes,Yes,Yes,No,4500,500,6340,Ayensu
Male,16-20,Second year,Science,Private room(1 in a room),School of Business,6 months to 1 year,Full self contain,7000,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,1 - 10 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,Yes,No,4500,500,6002,Amamoma
Female,21-25,Fourth year,Science,Private room(1 in a room),Faculty of Social Sciences,3 years or more,Full self contain,6500,Yes,No,Yes,Yes,Yes,No,No,Yes,No,1 - 10 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,Yes,No,4000,500,6300,Amamoma
,21-25,Fourth year,Science,3 in a room,School of Biological Sciences,3 years or more,Self washroom - shared kitchen,2500,No,No,Yes,Yes,Yes,No,No,No,No,1 - 10 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,1500,500,2340,Kwaprow
Male,21-25,Fourth year,Science,3 in a room,School of Biological Sciences,3 years or more,Self washroom - shared kitchen,2500,No,No,Yes,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Taxi,20 - 30 sqm,Yes,Yes,Yes,No,No,1500,500,2400,Kwaprow
Female,21-25,Fourth year,Science,Private room(1 in a room),School of Business,3 years or more,Full self contain,6500,Yes,No,Yes,Yes,Yes,No,No,Yes,No,1 - 10 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,Yes,No,4500,500,6430,Amamoma
Female,21-25,Third year,Old Site,Private room(1 in a room),Faculty of Education,Between a year and 2 years,Full self contain,6500,Yes,No,Yes,Yes,Yes,No,No,Yes,No,11 - 20 minutes walk,Shuttle,20 - 30 sqm,Yes,Yes,Yes,Yes,No,4000,500,6200,Amamoma
Male,16-20,Second year,Science,2 in a room,School of Business,6 months to 1 year,Self washroom - shared kitchen,2500,No,No,Yes,Yes,Yes,No,No,No,No,1 - 10 minutes walk,Walking,15 - 20 sqm,Yes,Yes,Yes,No,No,1500,400,2450,Kwesi Pra
Male,21-25,Fourth year,Old Site,3 in a room,Faculty of Education,3 years or more,Shared washroom- No kitchen,2500,Yes,No,Yes,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Shuttle,20 - 30 sqm,Yes,Yes,Yes,No,No,1500,300,2350,Amamoma
Female,16-20,First year,Science,Private room(1 in a room),Faculty of Arts,Less than 6 months,Full self contain,6000,Yes,No,Yes,Yes,Yes,No,No,Yes,No,1 - 10 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,4000,500,5500,Amamoma
Male,21-25,Third year,Science,2 in a room,Faculty of Education,Between a year and 2 years,Self washroom - shared kitchen,2800,Yes,No,Yes,Yes,Yes,No,No,No,No,1 - 10 minutes walk,Walking,15 - 20 sqm,Yes,Yes,Yes,No,No,1800,300,2670,Ayensu
Male,16-20,Third year,Science,2 in a room,School of Physical Sciences,Between a year and 2 years,Shared washroom- No kitchen,2500,Yes,No,Yes,Yes,Yes,No,No,No,No,1 - 10 minutes walk,Walking,15 - 20 sqm,Yes,Yes,Yes,No,No,1500,450,2200,Amamoma
Male,21-25,Third year,Science,Private room(1 in a room),School of Biological Sciences,Between a year and 2 years,Full self contain,6000,Yes,No,Yes,Yes,Yes,No,No,Yes,No,1 - 10 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,4500,500,5600,Amamoma
Female,21-25,Third year,Science,2 in a room,Faculty of Social Sciences,Between a year and 2 years,Self washroom - shared kitchen,2800,Yes,No,Yes,Yes,Yes,No,No,No,No,1 - 10 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,1800,300,2700,Ayensu
Female,16-20,Third year,Science,Private room(1 in a room),Law School,Between a year and 2 years,Full self contain,6000,Yes,No,Yes,Yes,Yes,No,No,Yes,No,1 - 10 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,Yes,No,5000,500,5800,Amamoma
Female,21-25,Third year,Science,2 in a room,Faculty of Education,Between a year and 2 years,Full self contain,4500,Yes,No,Yes,Yes,Yes,No,No,Yes,No,1 - 10 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,Yes,No,2500,500,4300,Amamoma
Female,16-20,Second year,Science,Private room(1 in a room),Faculty of Arts,6 months to 1 year,Full self contain,4500,Yes,No,Yes,Yes,Yes,No,No,Yes,No,11 - 20 minutes walk,Taxi,20 - 30 sqm,Yes,Yes,Yes,Yes,No,3000,500,4100,Ayensu
Male,21-25,Fourth year,Science,Private room(1 in a room),School of Business,3 years or more,Full self contain,6000,Yes,No,Yes,Yes,Yes,No,No,Yes,No,1 - 10 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,4000,1000,5800,Amamoma
Female,21-25,Third year,Science,2 in a room,School of Physical Sciences,Between a year and 2 years,Full self contain,4000,Yes,No,Yes,Yes,Yes,No,No,Yes,No,1 - 10 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,2000,500,3800,Ayensu
Male,21-25,Fourth year,Science,2 in a room,Faculty of Arts,3 years or more,Full self contain,4000,Yes,No,Yes,Yes,Yes,No,No,Yes,No,1 - 10 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,2500,500,3780,Amamoma
Male,21-25,Fourth year,Old Site,2 in a room,Faculty of Education,3 years or more,Self washroom - shared kitchen,3000,Yes,No,Yes,Yes,Yes,No,No,Yes,No,11 - 20 minutes walk,Shuttle,15 - 20 sqm,Yes,Yes,Yes,No,No,2000,400,2900,Amamoma
Male,21-25,Fourth year,Science,2 in a room,School of Business,3 years or more,Full self contain,4500,Yes,No,Yes,Yes,Yes,No,No,Yes,No,1 - 10 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,Yes,No,2000,500,4320,Amamoma
Female,16-20,Third year,Science,2 in a room,School of Physical Sciences,Between a year and 2 years,Self washroom - shared kitchen,3000,Yes,No,Yes,Yes,Yes,No,No,No,No,1 - 10 minutes walk,Walking,15 - 20 sqm,Yes,Yes,Yes,No,No,1500,500,2600,Amamoma
Female,21-25,Fourth year,Science,2 in a room,School of Business,Between a year and 2 years,Full self contain,4000,Yes,No,Yes,Yes,Yes,No,No,Yes,No,11 - 20 minutes walk,Taxi,20 - 30 sqm,Yes,Yes,Yes,No,No,3000,500,3854,Kwaprow
Male,16-20,Second year,Science,2 in a room,Faculty of Arts,Between a year and 2 years,Self washroom - shared kitchen,3000,Yes,No,Yes,Yes,Yes,No,No,No,No,1 - 10 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,2000,500,2750,Amamoma
Male,21-25,Fourth year,Science,3 in a room,School of Physical Sciences,3 years or more,Shared washroom- No kitchen,2000,Yes,No,Yes,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Shuttle,20 - 30 sqm,Yes,Yes,Yes,No,No,1000,300,1900,Apewosika
Male,21-25,Fourth year,Science,3 in a room,Faculty of Education,3 years or more,Shared washroom- No kitchen,2000,Yes,No,Yes,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Shuttle,20 - 30 sqm,Yes,Yes,Yes,No,No,1000,300,1780,Apewosika
Female,21-25,Third year,Science,2 in a room,Law School,Between a year and 2 years,Self washroom - shared kitchen,3500,Yes,No,Yes,Yes,Yes,No,No,No,No,1 - 10 minutes walk,Shuttle,20 - 30 sqm,Yes,Yes,Yes,No,No,2000,500,3350,Amamoma
Female,21-25,Third year,Science,2 in a room,Law School,Between a year and 2 years,Self washroom - shared kitchen,3500,Yes,No,Yes,Yes,Yes,No,No,Yes,No,1 - 10 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,2000,500,3450,Amamoma
Male,16-20,Second year,Science,3 in a room,Faculty of Arts,6 months to 1 year,Shared washroom- No kitchen,2200,Yes,No,Yes,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,1200,400,2000,Amamoma
Male,16-20,Second year,Science,3 in a room,Faculty of Arts,6 months to 1 year,Shared washroom- No kitchen,2200,Yes,No,Yes,Yes,Yes,No,No,No,No,1 - 10 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,1200,400,2155,Amamoma
Female,21-25,Fourth year,Science,2 in a room,Faculty of Social Sciences,3 years or more,Self washroom - shared kitchen,3500,Yes,No,Yes,Yes,Yes,No,No,Yes,No,1 - 10 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,2000,500,3000,Amamoma
Male,16-20,Second year,Science,2 in a room,School of Biological Sciences,6 months to 1 year,Shared washroom- No kitchen,2000,No,No,Yes,Yes,Yes,No,No,No,No,1 - 10 minutes walk,Walking,15 - 20 sqm,Yes,Yes,Yes,No,No,1000,300,1600,Amamoma
Male,16-20,Second year,Science,2 in a room,Faculty of Education,6 months to 1 year,Self washroom - shared kitchen,,Yes,No,No,Yes,Yes,No,No,No,No,1 - 10 minutes walk,Walking,15 - 20 sqm,Yes,Yes,Yes,No,No,1800,300,2500,Kwesi Pra
Male,16-20,Second year,Science,2 in a room,School of Business,6 months to 1 year,Self washroom - shared kitchen,2800,Yes,No,Yes,Yes,Yes,No,No,No,No,1 - 10 minutes walk,Walking,15 - 20 sqm,Yes,Yes,Yes,No,No,1500,300,2850,Kwesi Pra
